#TYPE Selected.Microsoft.Management.Infrastructure.CimInstance
"HostName","TimeStamp","TimeToLive","RecordType","IP","CName"
"PC000506","02.3.2025 09:00:00","00:20:00","A","10.10.12.42",
"PC000507","24.2.2025 11:00:00","00:20:00","A","10.10.12.52",
"PC000530","05.3.2025 09:00:00","00:20:00","AAAA",,
"PC000544","27.2.2025 15:00:00","00:20:00","A","10.10.115.2",
"PC000546","05.3.2025 12:00:00","00:20:00","A","10.10.6.5",
"PC000547","05.3.2025 06:00:00","00:20:00","A","10.10.16.29",
"PC000548","04.3.2025 20:00:00","00:20:00","A","10.10.40.248",
"PC000550","05.3.2025 11:00:00","00:20:00","A","10.10.40.136",
"PC000559","04.3.2025 14:00:00","00:20:00","A","10.30.0.135",
"PC000560","03.3.2025 06:00:00","00:20:00","A","10.10.12.21",
"PC000561","26.2.2025 18:00:00","00:20:00","A","10.10.12.19",
"PC000562","26.2.2025 15:00:00","00:20:00","A","10.10.41.206",
"PC000563","27.2.2025 13:00:00","00:20:00","A","10.10.12.34",
"PC000564","04.3.2025 14:00:00","00:20:00","A","10.10.12.50",
"PC000566","05.3.2025 07:00:00","00:20:00","A","10.30.10.168",
"PC000567","04.3.2025 13:00:00","00:20:00","A","10.30.101.207",
"PC000568","04.3.2025 11:00:00","00:20:00","A","10.10.42.39",
"PC000569","03.3.2025 12:00:00","00:20:00","A","10.30.101.188",
"PC000570","28.2.2025 00:00:00","00:20:00","A","10.10.42.93",
"PC000570","28.2.2025 00:00:00","00:20:00","AAAA",,
"PC000571","26.2.2025 11:00:00","00:20:00","A","10.30.101.208",
"PC000572","28.2.2025 12:00:00","00:20:00","A","10.30.101.6",
"PC000573","04.3.2025 08:00:00","00:20:00","A","10.30.6.28",
"PC000574","01.3.2025 12:00:00","00:20:00","A","10.30.201.16",
"PC000575","05.3.2025 11:00:00","00:20:00","A","10.10.64.50",
"PC000575","05.3.2025 11:00:00","00:20:00","AAAA",,
"PC000576","04.3.2025 14:00:00","00:20:00","A","10.10.40.72",
"PC000577","04.3.2025 12:00:00","00:20:00","A","10.10.41.216",
"PC000578","05.3.2025 12:00:00","00:20:00","A","10.10.41.225",
"PC000601","05.3.2025 07:00:00","00:20:00","A","10.10.1.32",
"PC000602","05.3.2025 09:00:00","00:20:00","A","10.30.6.131",
"PC000603","05.3.2025 07:00:00","00:20:00","A","10.30.4.56",
"PC000604","05.3.2025 07:00:00","00:20:00","A","10.10.41.52",
"PC000605","03.3.2025 18:00:00","00:20:00","AAAA",,
"PC000606","26.2.2025 19:00:00","00:20:00","A","10.10.12.26",
"PC000608","05.3.2025 11:00:00","00:20:00","A","10.10.41.159",
"PC000610","28.2.2025 13:00:00","00:20:00","A","10.30.101.122",
"PC000611","26.2.2025 17:00:00","00:20:00","A","10.10.40.131",
"PC000612","05.3.2025 08:00:00","00:20:00","A","10.10.41.127",
"PC000615","27.2.2025 08:00:00","00:20:00","A","10.10.41.95",
"PC000616","01.3.2025 04:00:00","00:20:00","A","10.30.17.140",
"PC000617","03.3.2025 12:00:00","00:20:00","A","10.10.40.243",
"PC000620","04.3.2025 13:00:00","00:20:00","A","10.30.4.34",
"PC000621","03.3.2025 07:00:00","00:20:00","A","10.30.4.24",
"PC000622","05.3.2025 11:00:00","00:20:00","A","10.10.41.254",
"PC000623","03.3.2025 08:00:00","00:20:00","A","10.30.4.49",
"PC000625","04.3.2025 16:00:00","00:20:00","AAAA",,
"PC000626","05.3.2025 07:00:00","00:20:00","A","10.10.40.138",
"PC000627","05.3.2025 09:00:00","00:20:00","A","10.10.41.75",
"PC000628","05.3.2025 07:00:00","00:20:00","AAAA",,
"PC000630","27.2.2025 07:00:00","00:20:00","A","10.30.101.95",
"PC000631","03.3.2025 07:00:00","00:20:00","A","10.10.41.102",
"PC000632","05.3.2025 11:00:00","00:20:00","A","10.10.40.125",
"PC000633","05.3.2025 07:00:00","00:20:00","A","10.10.40.239",
"PC000634","05.3.2025 08:00:00","00:20:00","AAAA",,
"PC000635","05.3.2025 07:00:00","00:20:00","A","10.10.41.56",
"PC000636","04.3.2025 07:00:00","00:20:00","A","10.10.40.105",
"PC000638","26.2.2025 08:00:00","00:20:00","A","10.10.42.36",
"PC000639","03.3.2025 07:00:00","00:20:00","A","10.10.64.58",
"PC000641","27.2.2025 08:00:00","00:20:00","A","10.10.41.109",
"PC000644","05.3.2025 12:00:00","00:20:00","A","10.10.41.217",
"PC000645","05.3.2025 07:00:00","00:20:00","A","10.10.64.62",
"PC000646","03.3.2025 17:00:00","00:20:00","AAAA",,
"PC000648","05.3.2025 06:00:00","00:20:00","A","10.10.12.5",
"PC000649","04.3.2025 07:00:00","00:20:00","A","10.30.0.58",
"PC000651","05.3.2025 07:00:00","00:20:00","A","10.30.1.90",
"PC000652","04.3.2025 10:00:00","00:20:00","A","10.10.84.4",
"PC000653","05.3.2025 12:00:00","00:20:00","A","10.10.40.215",
"PC000654","03.3.2025 08:00:00","00:20:00","A","10.10.42.206",
"PC000655","05.3.2025 12:00:00","00:20:00","A","10.30.0.46",
"PC000656","04.3.2025 14:00:00","00:20:00","A","10.30.10.13",
"PC000657","05.3.2025 12:00:00","00:20:00","A","10.10.16.37",
"PC000658","04.3.2025 12:00:00","00:20:00","A","10.30.101.180",
"PC000659","05.3.2025 09:00:00","00:20:00","A","10.30.101.1",
"PC000661","03.3.2025 13:00:00","00:20:00","A","10.30.17.152",
"PC000662","03.3.2025 07:00:00","00:20:00","A","10.10.40.109",
"PC000663","05.3.2025 07:00:00","00:20:00","A","10.10.40.122",
"PC000664","05.3.2025 11:00:00","00:20:00","A","10.10.41.100",
"PC000665","05.3.2025 08:00:00","00:20:00","A","10.10.64.40",
"PC000666","04.3.2025 14:00:00","00:20:00","A","10.30.10.242",
"PC000667","13.2.2025 08:00:00","00:20:00","AAAA",,
"PC000669","04.3.2025 07:00:00","00:20:00","A","10.10.1.31",
"PC000672","28.2.2025 08:00:00","00:20:00","A","10.10.82.6",
"PC000673","05.3.2025 08:00:00","00:20:00","A","10.10.64.38",
"PC000674","05.3.2025 12:00:00","00:20:00","A","10.10.1.9",
"PC000675","26.2.2025 07:00:00","00:20:00","A","10.10.40.82",
"PC000676","05.3.2025 11:00:00","00:20:00","A","10.10.42.4",
"PC000678","05.3.2025 10:00:00","00:20:00","A","10.30.4.81",
"PC000679","04.3.2025 18:00:00","00:20:00","A","10.10.41.252",
"PC000680","05.3.2025 11:00:00","00:20:00","A","10.30.10.67",
"PC000681","05.3.2025 07:00:00","00:20:00","A","10.30.10.154",
"PC000682","05.3.2025 10:00:00","00:20:00","A","10.30.10.167",
"PC000683","05.3.2025 10:00:00","00:20:00","A","10.10.40.241",
"PC000684","05.3.2025 07:00:00","00:20:00","A","10.10.40.180",
"PC000685","04.3.2025 11:00:00","00:20:00","A","10.10.40.178",
"PC000686","03.3.2025 09:00:00","00:20:00","A","10.30.1.68",
"PC000687","05.3.2025 12:00:00","00:20:00","A","10.10.41.115",
"PC000688","04.3.2025 14:00:00","00:20:00","A","10.10.40.199",
"PC000689","05.3.2025 07:00:00","00:20:00","A","10.10.40.128",
"PC000690","05.3.2025 11:00:00","00:20:00","A","10.10.40.172",
"PC000691","04.3.2025 09:00:00","00:20:00","A","10.10.40.32",
"PC000692","25.2.2025 18:00:00","00:20:00","A","10.10.82.4",
"PC000693","05.3.2025 07:00:00","00:20:00","A","10.10.6.54",
"PC000694","05.3.2025 08:00:00","00:20:00","A","172.16.0.2",
"PC000694","05.3.2025 08:00:00","00:20:00","A","10.10.64.69",
"PC000694","05.3.2025 08:00:00","00:20:00","A","10.10.40.77",
"PC000694","05.3.2025 08:00:00","00:20:00","AAAA",,
"PC000694","05.3.2025 08:00:00","00:20:00","AAAA",,
"PC000695","05.3.2025 07:00:00","00:20:00","A","10.10.40.27",
"PC000697","05.3.2025 12:00:00","00:20:00","A","10.10.12.39",
"PC000698","05.3.2025 11:00:00","00:20:00","A","10.10.40.224",
"PC000699","03.3.2025 14:00:00","00:20:00","A","10.10.40.175",
"PC000700","27.2.2025 11:00:00","00:20:00","A","10.10.160.10",
"PC000701","04.3.2025 14:00:00","00:20:00","A","10.10.160.11",
"PC000702","27.2.2025 09:00:00","00:20:00","A","10.10.160.12",
"PC000703","28.2.2025 18:00:00","00:20:00","A","10.10.160.13",
"PC000704","26.2.2025 13:00:00","00:20:00","A","10.10.160.14",
"PC000705","25.2.2025 12:00:00","00:20:00","A","10.10.160.15",
"PC000706","27.2.2025 02:00:00","00:20:00","A","10.10.160.16",
"PC000707","20.2.2025 13:00:00","00:20:00","A","10.10.160.17",
"PC000719","05.3.2025 08:00:00","00:20:00","A","10.10.160.29",
"PC000766","27.2.2025 05:00:00","00:20:00","A","10.10.160.76",
"PC000774","05.3.2025 09:00:00","00:20:00","A","10.10.160.84",
"PC000779","04.3.2025 09:00:00","00:20:00","A","10.10.160.89",
"PC000801","04.3.2025 10:00:00","00:20:00","AAAA",,
"PC000803","05.3.2025 11:00:00","00:20:00","A","10.30.10.197",
"PC000804","04.3.2025 10:00:00","00:20:00","A","10.10.82.21",
"PC000805","27.2.2025 07:00:00","00:20:00","A","10.10.1.51",
"PC000806","01.3.2025 02:00:00","00:20:00","A","10.10.64.18",
"PC000806","01.3.2025 02:00:00","00:20:00","AAAA",,
"PC000807","05.3.2025 11:00:00","00:20:00","A","10.10.64.42",
"PC000809","04.3.2025 07:00:00","00:20:00","A","10.10.1.61",
"PC000810","04.3.2025 20:00:00","00:20:00","AAAA",,
"PC000811","05.3.2025 10:00:00","00:20:00","A","10.30.17.133",
"PC000813","26.2.2025 11:00:00","00:20:00","A","10.10.41.247",
"PC000817","05.3.2025 11:00:00","00:20:00","A","10.10.64.20",
"PC000818","05.3.2025 04:00:00","00:20:00","A","10.10.64.25",
"PC000818","05.3.2025 04:00:00","00:20:00","AAAA",,
"PC000820","27.2.2025 10:00:00","00:20:00","A","10.10.41.173",
"PC000822","05.3.2025 07:00:00","00:20:00","A","10.30.101.191",
"PC000825","04.3.2025 13:00:00","00:20:00","AAAA",,
"PC000826","03.3.2025 06:00:00","00:20:00","A","10.30.101.176",
"PC000827","05.3.2025 07:00:00","00:20:00","A","10.30.4.45",
"PC000828","05.3.2025 07:00:00","00:20:00","A","10.10.40.156",
"Pc000829","27.2.2025 12:00:00","00:20:00","A","10.10.140.16",
"PC000830","04.3.2025 06:00:00","00:20:00","A","10.30.0.20",
"PC000831","28.2.2025 07:00:00","00:20:00","A","10.10.42.19",
"PC000832","05.3.2025 11:00:00","00:20:00","A","10.10.42.2",
"PC000833","05.3.2025 07:00:00","00:20:00","A","10.30.101.210",
"PC000834","05.3.2025 11:00:00","00:20:00","AAAA",,
"PC000835","04.3.2025 07:00:00","00:20:00","A","10.10.16.6",
"PC000836","04.3.2025 21:00:00","00:20:00","A","10.30.101.75",
"PC000837","03.3.2025 07:00:00","00:20:00","A","10.10.40.251",
"PC000838","05.3.2025 11:00:00","00:20:00","A","10.30.3.157",
"PC000839","18.2.2025 10:00:00","00:20:00","A","10.10.1.68",
"PC000840","05.3.2025 07:00:00","00:20:00","A","10.10.41.71",
"PC000841","05.3.2025 07:00:00","00:20:00","A","10.10.40.165",
"PC000842","05.3.2025 11:00:00","00:20:00","A","10.10.41.156",
"PC000843","05.3.2025 09:00:00","00:20:00","AAAA",,
"PC000844","28.2.2025 13:00:00","00:20:00","A","10.30.10.69",
"PC000845","05.3.2025 07:00:00","00:20:00","A","10.10.6.44",
"PC000846","04.3.2025 05:00:00","00:20:00","A","10.10.64.54",
"PC000846","04.3.2025 05:00:00","00:20:00","AAAA",,
"PC000847","04.3.2025 08:00:00","00:20:00","A","10.10.41.10",
"PC000848","24.2.2025 08:00:00","00:20:00","A","10.10.42.52",
"PC000849","05.3.2025 07:00:00","00:20:00","A","10.30.4.68",
"PC000850","04.3.2025 13:00:00","00:20:00","A","10.10.42.3",
"PC000851","05.3.2025 09:00:00","00:20:00","A","10.30.10.156",
"PC000852","05.3.2025 09:00:00","00:20:00","A","10.10.41.98",
"PC000853","04.3.2025 15:00:00","00:20:00","A","10.10.42.106",
"PC000854","05.3.2025 09:00:00","00:20:00","A","10.10.40.52",
"PC000855","05.3.2025 09:00:00","00:20:00","A","10.10.40.117",
"PC000856","05.3.2025 11:00:00","00:20:00","A","10.10.41.179",
"PC000857","05.3.2025 07:00:00","00:20:00","A","10.10.6.3",
"PC000858","05.3.2025 11:00:00","00:20:00","A","10.10.40.126",
"PC000859","05.3.2025 08:00:00","00:20:00","A","10.30.101.20",
"PC000861","05.3.2025 08:00:00","00:20:00","A","10.10.41.99",
"PC000862","05.3.2025 11:00:00","00:20:00","A","10.30.17.138",
"PC000863","05.3.2025 10:00:00","00:20:00","A","10.10.6.26",
"PC000865","05.3.2025 08:00:00","00:20:00","A","10.30.101.183",
"PC000866","03.3.2025 01:00:00","00:20:00","A","10.10.41.123",
"PC000867","05.3.2025 07:00:00","00:20:00","A","10.10.41.187",
"PC000868","27.2.2025 13:00:00","00:20:00","A","10.10.13.17",
"PC000869","04.3.2025 09:00:00","00:20:00","A","10.30.10.151",
"PC000870","27.2.2025 11:00:00","00:20:00","A","10.10.12.72",
"PC000871","04.3.2025 13:00:00","00:20:00","A","10.30.10.10",
"PC000876","05.3.2025 08:00:00","00:20:00","A","10.30.17.145",
"PC000877","05.3.2025 07:00:00","00:20:00","A","10.30.17.131",
"PC000878","28.2.2025 13:00:00","00:20:00","A","10.30.1.52",
"PC000879","04.3.2025 08:00:00","00:20:00","A","10.10.64.13",
"PC000881","03.3.2025 13:00:00","00:20:00","A","10.10.12.9",
"PC000882","05.3.2025 12:00:00","00:20:00","A","10.30.17.137",
"PC000884","28.2.2025 14:00:00","00:20:00","A","10.30.1.59",
"PC000885","04.3.2025 06:00:00","00:20:00","A","10.10.64.39",
"PC000887","20.2.2025 12:00:00","00:20:00","A","10.30.17.157",
"PC000888","03.3.2025 07:00:00","00:20:00","A","10.10.64.12",
"PC000888","03.3.2025 07:00:00","00:20:00","AAAA",,
"PC000889","05.3.2025 11:00:00","00:20:00","A","10.10.1.20",
"PC000890","05.3.2025 11:00:00","00:20:00","A","10.10.40.49",
"PC000891","05.3.2025 10:00:00","00:20:00","A","10.10.6.9",
"PC000892","03.3.2025 07:00:00","00:20:00","A","10.10.6.35",
"PC000893","03.3.2025 14:00:00","00:20:00","A","10.10.10.22",
"PC000894","27.2.2025 06:00:00","00:20:00","A","10.30.1.30",
"PC000895","26.2.2025 11:00:00","00:20:00","A","10.10.42.136",
"PC000896","26.2.2025 13:00:00","00:20:00","A","10.10.42.33",
"PC000897","05.3.2025 11:00:00","00:20:00","A","10.30.10.217",
"PC000898","04.3.2025 15:00:00","00:20:00","A","10.10.41.219",
"PC000899","28.2.2025 09:00:00","00:20:00","A","10.30.10.108",
"PC000900","04.3.2025 07:00:00","00:20:00","A","10.30.4.21",
"PC000951","05.3.2025 07:00:00","00:20:00","A","10.10.41.27",
"PC000952","05.3.2025 09:00:00","00:20:00","A","10.10.16.45",
"PC000953","28.2.2025 09:00:00","00:20:00","A","10.10.12.46",
"PC000954","27.2.2025 07:00:00","00:20:00","A","10.10.6.49",
"PC000955","05.3.2025 11:00:00","00:20:00","AAAA",,
"PC000956","05.3.2025 10:00:00","00:20:00","A","10.10.41.102",
"PC000959","05.3.2025 11:00:00","00:20:00","A","10.10.41.191",
"PC000960","28.2.2025 21:00:00","00:20:00","A","10.30.10.148",
"PC000962","20.2.2025 12:00:00","00:20:00","A","10.10.16.25",
"PC000963","03.3.2025 08:00:00","00:20:00","A","10.10.1.28",
"PC000964","13.2.2025 10:00:00","00:20:00","A","10.10.42.32",
"PC000965","27.2.2025 19:00:00","00:20:00","A","10.10.140.7",
"PC000966","05.3.2025 10:00:00","00:20:00","A","10.10.41.161",
"PC000967","05.3.2025 10:00:00","00:20:00","A","10.10.40.85",
"PC000968","28.2.2025 07:00:00","00:20:00","A","10.10.6.34",
"PC000970","05.3.2025 07:00:00","00:20:00","A","10.10.40.196",
"PC000971","03.3.2025 18:00:00","00:20:00","A","10.30.101.27",
"PC000972","04.3.2025 15:00:00","00:20:00","A","10.10.41.197",
"PC000973","05.3.2025 12:00:00","00:20:00","A","10.10.41.16",
"PC000974","04.3.2025 09:00:00","00:20:00","AAAA",,
"PC000975","05.3.2025 11:00:00","00:20:00","A","10.10.40.205",
"PC000976","05.3.2025 11:00:00","00:20:00","A","10.10.41.37",
"PC000977","11.2.2025 12:00:00","00:20:00","AAAA",,
"PC000978","05.3.2025 08:00:00","00:20:00","A","10.30.101.204",
"PC000979","04.3.2025 10:00:00","00:20:00","AAAA",,
"PC000980","05.3.2025 11:00:00","00:20:00","A","10.10.41.0",
"PC000981","05.3.2025 10:00:00","00:20:00","A","10.10.42.6",
"PC000982","05.3.2025 11:00:00","00:20:00","A","10.10.40.59",
"PC000983","27.2.2025 12:00:00","00:20:00","A","10.10.42.16",
"PC000985","05.3.2025 07:00:00","00:20:00","A","10.10.40.103",
"PC000987","05.3.2025 11:00:00","00:20:00","A","10.10.42.54",
"PC000989","05.3.2025 11:00:00","00:20:00","A","10.10.41.170",
"PC000990","05.3.2025 12:00:00","00:20:00","A","10.10.16.60",
"PC000991","05.3.2025 12:00:00","00:20:00","A","10.10.41.151",
"PC000991","05.3.2025 12:00:00","00:20:00","A","10.10.16.3",
"PC000992","05.3.2025 07:00:00","00:20:00","A","10.10.41.17",
"PC000993","05.3.2025 12:00:00","00:20:00","A","10.10.40.55",
"PC000994","05.3.2025 11:00:00","00:20:00","A","10.10.42.17",
"PC000995","05.3.2025 11:00:00","00:20:00","A","10.10.113.5",
"PC000996","04.3.2025 12:00:00","00:20:00","A","10.10.40.39",
"PC000997","05.3.2025 10:00:00","00:20:00","A","10.10.40.137",
"PC000998","05.3.2025 11:00:00","00:20:00","A","10.10.16.24",
"PC000999","05.3.2025 09:00:00","00:20:00","A","10.10.8.25",
"PC001000","05.3.2025 09:00:00","00:20:00","A","10.10.64.2",
"PC001000","05.3.2025 09:00:00","00:20:00","AAAA",,
"PC001001","04.3.2025 12:00:00","00:20:00","A","10.30.4.55",
"PC001002","05.3.2025 07:00:00","00:20:00","A","10.30.4.32",
"PC001003","05.3.2025 11:00:00","00:20:00","A","10.30.4.22",
"PC001004","27.2.2025 07:00:00","00:20:00","A","10.30.4.7",
"PC001005","05.3.2025 12:00:00","00:20:00","A","10.10.42.8",
"PC001005","05.3.2025 12:00:00","00:20:00","A","10.10.8.26",
"PC001006","04.3.2025 08:00:00","00:20:00","A","10.10.42.62",
"PC001007","05.3.2025 08:00:00","00:20:00","A","10.10.64.67",
"PC001007","05.3.2025 08:00:00","00:20:00","AAAA",,
"PC001008","05.3.2025 12:00:00","00:20:00","A","10.10.42.27",
"PC001008","05.3.2025 12:00:00","00:20:00","A","10.10.12.85",
"PC001010","25.2.2025 07:00:00","00:20:00","A","10.30.4.85",
"PC001011","05.3.2025 12:00:00","00:20:00","A","10.10.40.12",
"PC001011","05.3.2025 12:00:00","00:20:00","A","10.10.64.55",
"PC001012","04.3.2025 19:00:00","00:20:00","AAAA",,
"PC001014","04.3.2025 07:00:00","00:20:00","A","10.10.1.16",
"PC001016","05.3.2025 11:00:00","00:20:00","A","10.10.64.28",
"PC001019","24.2.2025 09:00:00","00:20:00","A","10.30.10.199",
"PC001021","01.3.2025 06:00:00","00:20:00","A","10.30.1.65",
"PC001022","28.2.2025 13:00:00","00:20:00","A","10.30.4.46",
"PC001023","04.3.2025 20:00:00","00:20:00","AAAA",,
"PC001023","04.3.2025 20:00:00","00:20:00","AAAA",,
"PC001024","04.3.2025 13:00:00","00:20:00","A","10.30.4.25",
"PC001025","03.3.2025 10:00:00","00:20:00","A","10.30.4.10",
"PC001026","27.2.2025 13:00:00","00:20:00","A","10.30.4.54",
"PC001027","05.3.2025 04:00:00","00:20:00","A","10.10.40.162",
"PC001031","05.3.2025 07:00:00","00:20:00","A","10.10.41.19",
"PC001033","05.3.2025 09:00:00","00:20:00","A","10.30.2.133",
"PC001034","05.3.2025 08:00:00","00:20:00","A","10.10.64.80",
"PC001035","24.2.2025 11:00:00","00:20:00","AAAA",,
"PC001036","27.2.2025 09:00:00","00:20:00","A","10.10.41.145",
"PC001037","25.2.2025 22:00:00","00:20:00","AAAA",,
"PC001038","28.2.2025 15:00:00","00:20:00","A","10.30.17.175",
"PC001039","04.3.2025 13:00:00","00:20:00","A","10.30.10.165",
"PC001040","26.2.2025 18:00:00","00:20:00","AAAA",,
"PC001041","05.3.2025 07:00:00","00:20:00","A","10.10.1.50",
"PC001042","05.3.2025 11:00:00","00:20:00","A","10.10.8.34",
"PC001043","04.3.2025 15:00:00","00:20:00","A","10.10.42.70",
"PC001044","05.3.2025 11:00:00","00:20:00","A","10.30.10.169",
"PC001045","05.3.2025 11:00:00","00:20:00","A","10.30.10.210",
"PC001046","05.3.2025 11:00:00","00:20:00","A","10.10.40.189",
"PC001048","27.2.2025 09:00:00","00:20:00","A","10.30.5.125",
"PC001049","05.3.2025 09:00:00","00:20:00","A","10.10.64.45",
"PC001050","05.3.2025 06:00:00","00:20:00","A","10.10.41.39",
"PC001051","03.3.2025 09:00:00","00:20:00","A","10.10.41.188",
"PC001052","03.3.2025 07:00:00","00:20:00","A","10.30.10.53",
"PC001053","04.3.2025 12:00:00","00:20:00","A","10.30.10.56",
"PC001055","04.3.2025 05:00:00","00:20:00","A","10.30.1.82",
"PC001056","28.2.2025 07:00:00","00:20:00","A","10.30.1.63",
"PC001057","05.3.2025 10:00:00","00:20:00","A","192.168.137.179",
"PC001058","05.3.2025 11:00:00","00:20:00","A","10.10.1.17",
"PC001059","03.3.2025 12:00:00","00:20:00","A","10.10.12.51",
"PC001060","05.3.2025 07:00:00","00:20:00","A","10.10.12.84",
"PC001061","27.2.2025 22:00:00","00:20:00","A","10.10.12.73",
"PC001063","04.3.2025 06:00:00","00:20:00","A","10.10.12.60",
"PC001064","27.2.2025 07:00:00","00:20:00","A","10.10.12.45",
"PC001065","05.3.2025 11:00:00","00:20:00","A","10.10.12.78",
"PC001067","03.3.2025 07:00:00","00:20:00","A","10.10.12.80",
"Pc001068","02.3.2025 00:00:00","00:20:00","A","10.10.12.77",
"PC001069","27.2.2025 07:00:00","00:20:00","A","10.10.12.47",
"PC001071","04.3.2025 18:00:00","00:20:00","A","10.10.64.32",
"Pc001072","01.3.2025 21:00:00","00:20:00","A","10.10.12.53",
"PC001073","03.3.2025 14:00:00","00:20:00","A","10.30.10.107",
"PC001074","03.3.2025 06:00:00","00:20:00","A","10.30.101.205",
"PC001075","04.3.2025 15:00:00","00:20:00","A","10.30.101.113",
"PC001076","04.3.2025 12:00:00","00:20:00","A","10.10.41.102",
"PC001077","05.3.2025 11:00:00","00:20:00","AAAA",,
"PC001077","05.3.2025 11:00:00","00:20:00","AAAA",,
"PC001078","05.3.2025 11:00:00","00:20:00","A","10.10.6.1",
"PC001079","05.3.2025 07:00:00","00:20:00","A","10.10.1.83",
"PC001080","03.3.2025 09:00:00","00:20:00","A","10.30.4.73",
"PC001081","27.2.2025 08:00:00","00:20:00","A","10.30.17.171",
"PC001082","03.3.2025 16:00:00","00:20:00","A","10.30.17.176",
"PC001083","04.3.2025 08:00:00","00:20:00","A","10.30.17.177",
"PC001084","05.3.2025 11:00:00","00:20:00","A","10.10.16.30",
"PC001085","05.3.2025 07:00:00","00:20:00","A","10.10.40.75",
"PC001087","05.3.2025 06:00:00","00:20:00","A","10.30.101.189",
"PC001088","05.3.2025 11:00:00","00:20:00","A","10.10.40.96",
"PC001089","05.3.2025 07:00:00","00:20:00","A","10.10.40.130",
"PC001090","04.3.2025 07:00:00","00:20:00","A","10.30.4.75",
"PC001091","05.3.2025 11:00:00","00:20:00","A","10.10.41.21",
"PC001092","05.3.2025 10:00:00","00:20:00","A","10.10.41.18",
"PC001093","05.3.2025 10:00:00","00:20:00","A","10.10.41.51",
"PC001095","04.3.2025 11:00:00","00:20:00","A","10.10.40.158",
"PC001096","05.3.2025 07:00:00","00:20:00","A","10.10.6.6",
"PC001097","05.3.2025 07:00:00","00:20:00","A","10.30.4.42",
"PC001104","05.3.2025 11:00:00","00:20:00","A","10.10.41.235",
"PC001106","04.3.2025 14:00:00","00:20:00","A","10.10.42.20",
"PC001108","05.3.2025 07:00:00","00:20:00","A","10.10.16.51",
"PC001109","05.3.2025 03:00:00","00:20:00","A","10.10.40.43",
"PC001110","27.2.2025 14:00:00","00:20:00","A","10.10.41.237",
"PC001111","05.3.2025 10:00:00","00:20:00","A","10.10.41.242",
"PC001112","05.3.2025 07:00:00","00:20:00","A","10.10.40.111",
"PC001115","05.3.2025 08:00:00","00:20:00","A","10.10.41.84",
"PC001116","05.3.2025 11:00:00","00:20:00","A","10.10.40.108",
"PC001117","05.3.2025 11:00:00","00:20:00","A","10.10.42.47",
"PC001118","05.3.2025 09:00:00","00:20:00","A","10.10.12.79",
"PC001119","05.3.2025 08:00:00","00:20:00","A","10.10.40.238",
"PC001120","05.3.2025 11:00:00","00:20:00","A","10.10.40.78",
"PC001121","03.3.2025 07:00:00","00:20:00","A","10.10.41.31",
"PC001122","05.3.2025 10:00:00","00:20:00","A","10.10.41.49",
"PC001123","05.3.2025 12:00:00","00:20:00","A","10.10.1.36",
"PC001124","05.3.2025 11:00:00","00:20:00","A","10.10.41.89",
"PC001125","04.3.2025 22:00:00","00:20:00","AAAA",,
"PC001126","05.3.2025 10:00:00","00:20:00","A","10.10.42.58",
"PC001127","05.3.2025 12:00:00","00:20:00","A","10.10.41.111",
"PC001127","05.3.2025 12:00:00","00:20:00","A","10.10.12.13",
"PC001128","05.3.2025 11:00:00","00:20:00","A","10.10.41.5",
"PC001129","05.3.2025 10:00:00","00:20:00","A","10.10.41.30",
"PC001130","03.3.2025 15:00:00","00:20:00","A","10.10.42.191",
"PC001131","05.3.2025 10:00:00","00:20:00","A","10.10.42.36",
"PC001132","04.3.2025 08:00:00","00:20:00","A","10.10.40.212",
"PC001133","05.3.2025 10:00:00","00:20:00","A","10.10.41.182",
"PC001134","05.3.2025 11:00:00","00:20:00","A","10.10.41.54",
"PC001135","05.3.2025 11:00:00","00:20:00","A","10.10.42.51",
"PC001136","05.3.2025 06:00:00","00:20:00","A","10.10.40.7",
"PC001137","05.3.2025 07:00:00","00:20:00","A","10.10.113.7",
"PC001138","04.3.2025 11:00:00","00:20:00","A","10.10.8.28",
"PC001139","28.2.2025 16:00:00","00:20:00","A","10.10.42.85",
"PC001141","01.3.2025 11:00:00","00:20:00","A","10.10.41.59",
"PC001142","28.2.2025 10:00:00","00:20:00","A","10.10.41.153",
"PC001143","04.3.2025 08:00:00","00:20:00","A","10.10.41.133",
"PC001143","04.3.2025 08:00:00","00:20:00","AAAA",,
"PC001144","05.3.2025 08:00:00","00:20:00","A","10.10.42.35",
"PC001147","04.3.2025 15:00:00","00:20:00","A","10.10.40.118",
"PC001148","05.3.2025 11:00:00","00:20:00","A","10.10.42.26",
"PC001149","05.3.2025 11:00:00","00:20:00","A","10.10.40.40",
"PC001150","03.3.2025 16:00:00","00:20:00","AAAA",,
"PC001151","05.3.2025 06:00:00","00:20:00","AAAA",,
"PC001152","04.3.2025 13:00:00","00:20:00","A","10.30.101.128",
"PC001153","05.3.2025 12:00:00","00:20:00","A","10.10.40.123",
"PC001154","05.3.2025 07:00:00","00:20:00","A","10.10.40.35",
"PC001155","04.3.2025 08:00:00","00:20:00","A","10.30.4.16",
"PC001156","05.3.2025 10:00:00","00:20:00","A","10.10.41.146",
"PC001157","05.3.2025 08:00:00","00:20:00","AAAA",,
"PC001158","05.3.2025 09:00:00","00:20:00","A","10.10.6.43",
"PC001159","05.3.2025 09:00:00","00:20:00","AAAA",,
