#TYPE Selected.Microsoft.Management.Infrastructure.CimInstance
"IPAddress","ScopeId","ClientID","HostName","AddressState","LeaseExpiryTime"
"10.10.16.57","10.10.16.0","b8-85-84-a5-d1-88","PC000498.AlkaloidAD.local","Active","3/7/2025 10:59:05 AM"
"10.10.16.58","10.10.16.0","00-be-43-10-a6-cb","PC000064.AlkaloidAD.local","Active","3/13/2025 11:59:10 AM"
"10.10.16.59","10.10.16.0","c8-4b-d6-66-08-84","PC000216.AlkaloidAD.local","Active","3/13/2025 12:10:47 PM"
"10.10.16.60","10.10.16.0","f8-e4-3b-5c-12-56","PC000990.AlkaloidAD.local","Active","3/13/2025 7:37:46 AM"
"10.10.16.61","10.10.16.0","a0-29-19-ad-98-3b","PCARAB1001.AlkaloidAD.local","Active","3/13/2025 7:55:19 AM"
"10.10.16.62","10.10.16.0","38-26-56-02-57-9b",,"Active","3/13/2025 12:06:47 PM"
"10.10.16.63","10.10.16.0","cc-48-3a-39-d5-13","PC001183.AlkaloidAD.local","Active","3/13/2025 12:10:48 PM"
"10.10.16.64","10.10.16.0","cc-48-3a-bb-c2-33","PC000291.AlkaloidAD.local","Active","3/13/2025 8:15:38 AM"
"10.10.16.65","10.10.16.0","b4-45-06-1d-7c-2d","PCAPPZ2050.AlkaloidAD.local","Active","3/13/2025 8:15:19 AM"
"10.10.16.66","10.10.16.0","4c-d7-17-56-b1-f5","PC000832.AlkaloidAD.local","Active","3/5/2025 3:14:04 PM"
"10.10.16.67","10.10.16.0","0b","prnamv0004","InactiveReservation",
"10.10.16.68","10.10.16.0","98-e7-43-8a-e7-50","PC000644.AlkaloidAD.local","Active","3/7/2025 7:23:55 AM"
"10.10.16.69","10.10.16.0","10-65-30-13-3c-cd","PCAUZ4091.AlkaloidAD.local","Active","3/13/2025 7:32:13 AM"
"10.10.16.70","10.10.16.0","f8-e4-3b-5b-e8-f2","PCAPPZ0003.AlkaloidAD.local","Active","3/13/2025 9:09:23 AM"
"10.10.16.71","10.10.16.0","74-78-27-2b-69-47","PC000031.AlkaloidAD.local","Active","3/13/2025 8:17:45 AM"
"10.10.16.74","10.10.16.0","b4-45-06-1d-88-3f","PC000405.AlkaloidAD.local","Active","3/13/2025 12:10:23 PM"
"10.10.16.78","10.10.16.0","98-e7-43-8a-e7-5a","PCAPPZ2022.AlkaloidAD.local","Active","3/13/2025 7:02:07 AM"
"10.10.16.79","10.10.16.0","c0-3e-ba-70-35-96","PC000662.AlkaloidAD.local","Active","3/7/2025 7:34:10 AM"
"10.10.16.81","10.10.16.0","a0-29-19-a8-24-41","PCAPPZ1032.AlkaloidAD.local","Active","3/13/2025 8:31:22 AM"
"10.10.16.130","10.10.16.0","3c-cd-93-82-c4-4e",,"ActiveReservation",
"10.10.1.2","10.10.1.0","c8-4b-d6-66-0b-76","PC000175.AlkaloidAD.local","Active","3/13/2025 12:09:23 PM"
"10.10.1.3","10.10.1.0","a0-29-19-6d-c3-d5","PC001286.AlkaloidAD.local","Active","3/13/2025 7:50:11 AM"
"10.10.1.4","10.10.1.0","c8-f7-50-62-e2-12","PC000243.AlkaloidAD.local","Active","3/13/2025 7:36:50 AM"
"10.10.1.5","10.10.1.0","10-98-19-c9-97-be","PC001238.AlkaloidAD.local","Active","3/13/2025 7:19:19 AM"
"10.10.1.6","10.10.1.0","98-e7-43-de-8d-d3","PCAUZ4097.AlkaloidAD.local","Active","3/13/2025 12:10:34 PM"
"10.10.1.7","10.10.1.0","34-48-ed-80-fa-3e","PC001215.AlkaloidAD.local","Active","3/13/2025 7:31:42 AM"
"10.10.1.8","10.10.1.0","74-78-27-76-20-f8","PCAUZ0066.AlkaloidAD.local","Active","3/12/2025 7:32:17 AM"
"10.10.1.9","10.10.1.0","ac-91-a1-c8-7d-eb","PC000674.AlkaloidAD.local","Active","3/13/2025 12:10:48 PM"
"10.10.1.11","10.10.1.0","c8-f7-50-62-e1-d6","PC000078.AlkaloidAD.local","Active","3/12/2025 7:09:35 AM"
"10.10.1.12","10.10.1.0","74-78-27-a6-4c-94","PC000666.AlkaloidAD.local","ActiveReservation",
"10.10.1.13","10.10.1.0","34-48-ed-0c-06-dc","PCAUZ0060.AlkaloidAD.local","Active","3/13/2025 7:47:47 AM"
"10.10.1.14","10.10.1.0","cc-96-e5-a9-2f-07","PC000212.AlkaloidAD.local","Active","3/13/2025 7:43:25 AM"
"10.10.1.15","10.10.1.0","34-48-ed-33-ba-4b","PCAUZ4103.AlkaloidAD.local","Active","3/13/2025 7:30:20 AM"
"10.10.1.16","10.10.1.0","38-14-28-8f-ab-29","PC001014.AlkaloidAD.local","Active","3/13/2025 8:32:04 AM"
"10.10.1.17","10.10.1.0","ac-91-a1-55-33-ee","PC001058.AlkaloidAD.local","Active","3/13/2025 7:35:39 AM"
"10.10.1.18","10.10.1.0","8c-04-ba-a0-ee-38","PC000093.AlkaloidAD.local","ActiveReservation",
"10.10.1.19","10.10.1.0","34-17-eb-c0-83-87","PCAUZ4057.AlkaloidAD.local","Active","3/13/2025 8:42:18 AM"
"10.10.1.20","10.10.1.0","28-00-af-92-84-c0","PC000889.AlkaloidAD.local","Active","3/13/2025 11:15:45 AM"
"10.10.1.21","10.10.1.0","58-9e-c6-5a-4d-5d","A690-IP.AlkaloidAD.local","Active","3/13/2025 2:22:13 AM"
"10.10.1.22","10.10.1.0","cc-96-e5-c6-bd-47","PC000229.AlkaloidAD.local","Active","3/11/2025 12:00:35 PM"
"10.10.1.24","10.10.1.0","34-17-eb-d8-73-2b","PCAUZ1099.AlkaloidAD.local","Active","3/7/2025 1:46:08 PM"
"10.10.1.25","10.10.1.0","c0-3e-ba-62-49-26","PC000207.AlkaloidAD.local","Active","3/11/2025 2:50:19 PM"
"10.10.1.26","10.10.1.0","38-14-28-8d-86-c6","PCAUZ0069.AlkaloidAD.local","Active","3/11/2025 12:48:58 PM"
"10.10.1.27","10.10.1.0","10-98-19-d2-c0-c4","PC001268.AlkaloidAD.local","Active","3/13/2025 7:01:00 AM"
"10.10.1.28","10.10.1.0","98-e7-43-e7-32-0d","PC000963.AlkaloidAD.local","Active","3/11/2025 8:30:11 AM"
"10.10.1.29","10.10.1.0","98-e7-43-e1-41-6c","PCAPPZ2021.AlkaloidAD.local","ActiveReservation",
"10.10.1.30","10.10.1.0","38-26-56-01-a3-32",,"Active","3/13/2025 10:55:09 AM"
"10.10.1.31","10.10.1.0","ac-91-a1-c9-c6-37","PC000669.AlkaloidAD.local","Active","3/13/2025 6:32:42 AM"
"10.10.1.32","10.10.1.0","34-48-ed-0c-05-47","PC000601.AlkaloidAD.local","Active","3/12/2025 8:52:55 AM"
"10.10.1.33","10.10.1.0","10-98-19-17-4f-98","PC001199.AlkaloidAD.local","Active","3/13/2025 8:15:07 AM"
"10.10.1.34","10.10.1.0","c0-3e-ba-70-35-8d","PCAIT0388.AlkaloidAD.local","Active","3/13/2025 12:10:46 PM"
"10.10.1.35","10.10.1.0","10-98-19-c9-8e-08","PC001276.AlkaloidAD.local","Active","3/13/2025 9:47:24 AM"
"10.10.1.36","10.10.1.0","28-00-af-d6-a0-fb","PC001123.AlkaloidAD.local","Active","3/13/2025 7:56:01 AM"
"10.10.1.37","10.10.1.0","68-69-2e-02-7b-cf","Coofone-H2P.AlkaloidAD.local","Active","3/8/2025 11:00:49 AM"
"10.10.1.38","10.10.1.0","04-bf-1b-1d-45-8c","PC001182.AlkaloidAD.local","Active","3/8/2025 7:21:56 AM"
"10.10.1.39","10.10.1.0","04-bf-1b-6a-fc-9c","PCAUZ4104.AlkaloidAD.local","Active","3/13/2025 10:56:18 AM"
"10.10.1.40","10.10.1.0","b4-45-06-1d-76-04","PCAUZ1111.AlkaloidAD.local","Active","3/13/2025 12:10:06 PM"
"10.10.1.41","10.10.1.0","e0-bb-9e-38-15-f4","EPSON3815F4.AlkaloidAD.local","Active","3/12/2025 1:09:16 PM"
"10.10.1.42","10.10.1.0","c8-4b-d6-66-0d-91","PC000187.AlkaloidAD.local","Active","3/8/2025 7:27:18 AM"
"10.10.1.43","10.10.1.0","08-92-04-85-e1-57","PC000143.AlkaloidAD.local","Active","3/13/2025 11:06:00 AM"
"10.10.1.44","10.10.1.0","34-48-ed-0b-fe-e9","PCAUZ4102.AlkaloidAD.local","Active","3/13/2025 7:14:48 AM"
"10.10.1.45","10.10.1.0","58-38-79-58-b4-f4","RNP58387958B4F4.AlkaloidAD.local","ActiveReservation",
"10.10.1.46","10.10.1.0","38-14-28-17-db-14","PCAUZ2041.AlkaloidAD.local","Active","3/13/2025 7:33:00 AM"
"10.10.1.47","10.10.1.0","28-00-af-24-f9-ab","PC001210.AlkaloidAD.local","Active","3/13/2025 7:50:10 AM"
"10.10.1.48","10.10.1.0","e4-54-e8-8a-9d-f3","PCAUZ9033.AlkaloidAD.local","ActiveReservation",
"10.10.1.49","10.10.1.0","18-66-da-3a-3c-39","PC000468.AlkaloidAD.local","ActiveReservation",
"10.10.1.50","10.10.1.0","28-00-af-aa-11-8a","PC001041.AlkaloidAD.local","Active","3/13/2025 7:17:17 AM"
"10.10.1.51","10.10.1.0","74-78-27-74-85-9c","PC000805.AlkaloidAD.local","Active","3/13/2025 7:30:33 AM"
"10.10.1.52","10.10.1.0","30-24-a9-f9-cb-65","NPIF9CB65.AlkaloidAD.local","Active","3/13/2025 8:18:30 AM"
"10.10.1.53","10.10.1.0","74-78-27-2b-73-24","PC001298.AlkaloidAD.local","Active","3/12/2025 7:39:03 AM"
"10.10.1.54","10.10.1.0","08-92-04-92-d2-41","PC000234.AlkaloidAD.local","Active","3/11/2025 11:59:47 AM"
"10.10.1.55","10.10.1.0","38-26-56-01-9f-09",,"Active","3/12/2025 3:32:08 PM"
"10.10.1.56","10.10.1.0","d0-bf-9c-b9-a5-94","NPIB9A594.AlkaloidAD.local","Active","3/11/2025 8:08:29 AM"
"10.10.1.57","10.10.1.0","34-e6-d7-6a-85-20","PCAUZ4001.AlkaloidAD.local","InactiveReservation",
"10.10.1.58","10.10.1.0","3a-01-0a-0a","BAD_ADDRESS","Declined","3/7/2025 1:44:26 PM"
"10.10.1.59","10.10.1.0","ac-1a-3d-bc-d2-6f","PC000634.AlkaloidAD.local","Active","3/5/2025 3:54:00 PM"
"10.10.1.60","10.10.1.0","10-98-19-c9-8e-0b","PC001277.AlkaloidAD.local","Active","3/13/2025 7:21:05 AM"
"10.10.1.61","10.10.1.0","4c-d7-17-52-8d-2c","PC000809.AlkaloidAD.local","Active","3/12/2025 7:40:53 AM"
"10.10.1.62","10.10.1.0","10-98-19-b5-56-d7","PC001185.AlkaloidAD.local","Active","3/12/2025 9:52:59 AM"
"10.10.1.65","10.10.1.0","c8-4b-d6-66-08-2d","PC000373.AlkaloidAD.local","Active","3/12/2025 7:27:29 AM"
"10.10.1.66","10.10.1.0","98-e7-43-e2-9c-25","PCAUZ2116.AlkaloidAD.local","ActiveReservation",
"10.10.1.67","10.10.1.0","e4-b9-7a-31-87-ce","PC000067.AlkaloidAD.local","Active","3/13/2025 7:30:32 AM"
"10.10.1.68","10.10.1.0","c8-f7-50-62-e1-9a","PC000076.AlkaloidAD.local","Active","3/13/2025 7:32:01 AM"
"10.10.1.69","10.10.1.0","c8-4b-d6-66-00-cd","PC000343.AlkaloidAD.local","Active","3/7/2025 10:14:02 AM"
"10.10.1.70","10.10.1.0","cc-48-3a-7b-40-18","PC000155.AlkaloidAD.local","Active","3/13/2025 11:53:20 AM"
"10.10.1.71","10.10.1.0","74-78-27-2b-44-88","PC0001031.AlkaloidAD.local","Active","3/7/2025 2:43:23 PM"
"10.10.1.72","10.10.1.0","00-19-b9-6e-49-4d","pcauz0001.AlkaloidAD.local","InactiveReservation",
"10.10.1.76","10.10.1.0","04-bf-1b-2b-46-8f","PCAUZ1122.AlkaloidAD.local","Active","3/8/2025 11:00:25 AM"
"10.10.1.79","10.10.1.0","c8-4b-d6-3b-ea-c2","PC000080.AlkaloidAD.local","Active","3/8/2025 10:06:06 AM"
"10.10.1.80","10.10.1.0","10-98-19-17-59-f6","PC001182.AlkaloidAD.local","Active","3/13/2025 7:22:44 AM"
"10.10.1.81","10.10.1.0","64-00-6a-72-7c-45","PC001324.AlkaloidAD.local","Active","3/13/2025 10:50:31 AM"
"10.10.1.83","10.10.1.0","c8-f7-50-62-e4-68","PC001079.AlkaloidAD.local","Active","3/13/2025 7:30:49 AM"
"10.10.1.91","10.10.1.0","8c-04-ba-9b-f1-5b","PCAUZ1083.AlkaloidAD.local","Active","3/12/2025 2:01:30 PM"
"10.10.1.125","10.10.1.0","00-0f-fe-1f-13-a1","pcauz0015.AlkaloidAD.local","InactiveReservation",
"10.10.1.167","10.10.1.0","00-1a-a0-dc-6b-a1","pcauz0006.AlkaloidAD.local","InactiveReservation",
"10.10.1.179","10.10.1.0","cc-2d-8c-a6-74-04",,"InactiveReservation",
"10.10.1.207","10.10.1.0","34-17-eb-d8-73-12","PCAUZ1098.AlkaloidAD.local","Active","3/13/2025 7:07:28 AM"
"10.10.1.209","10.10.1.0","a0-29-19-eb-75-98","PC000015.AlkaloidAD.local","Active","3/13/2025 7:39:49 AM"
"10.10.17.2","10.10.17.0","64-00-6a-6f-c8-79","PCANF0066.AlkaloidAD.local","Active","3/11/2025 8:14:32 AM"
"10.10.17.3","10.10.17.0","18-03-73-cf-43-4d","PCANF0049.AlkaloidAD.local","Active","3/13/2025 11:26:10 AM"
"10.10.17.4","10.10.17.0","b8-85-84-c5-fe-c6","PCANF0100.AlkaloidAD.local","Active","3/13/2025 10:00:31 AM"
"10.10.19.2","10.10.19.0","44-19-b7-2b-e1-64",,"InactiveReservation",
"10.10.19.3","10.10.19.0","44-19-b7-2b-e1-5b",,"InactiveReservation",
"10.10.19.4","10.10.19.0","44-19-b7-2b-e1-63",,"InactiveReservation",
"10.10.19.27","10.10.19.0","b0-4f-13-0c-2c-6c","HDRMWS-FDMLI0D1.AlkaloidAD.local","Active","3/13/2025 7:56:06 AM"
"10.10.19.106","10.10.19.0","8c-e7-48-eb-24-a8",,"InactiveReservation",
"10.10.20.2","10.10.20.0","18-47-3d-e9-8f-89","PCANF0132.AlkaloidAD.local","InactiveReservation",
"10.10.20.91","10.10.20.0","5c-e0-c5-47-6b-07","PCAIT0313.AlkaloidAD.local","InactiveReservation",
"10.10.20.109","10.10.20.0","7c-76-35-4d-22-a4","PCAKKF3030.AlkaloidAD.local","InactiveReservation",
"10.10.20.143","10.10.20.0","18-47-3d-e9-8e-f5","PCANF0131.AlkaloidAD.local","InactiveReservation",
"10.10.20.144","10.10.20.0","60-57-18-71-3f-8b","PCAMV0007.AlkaloidAD.local","InactiveReservation",
"10.10.20.192","10.10.20.0","f8-16-54-ca-4e-50","PCAUZ5070.AlkaloidAD.local","InactiveReservation",
"10.10.20.207","10.10.20.0","04-33-c2-17-f7-1e","PCANF0108.AlkaloidAD.local","InactiveReservation",
"10.10.20.212","10.10.20.0","f0-d5-bf-d8-24-bc","PCAUZ10049.AlkaloidAD.local","InactiveReservation",
"10.10.20.251","10.10.20.0","60-f2-62-05-59-42","PCANF0096.AlkaloidAD.local","InactiveReservation",
"10.10.20.254","10.10.20.0","64-5d-86-4b-77-38","PCAUZ2024.AlkaloidAD.local","InactiveReservation",
"10.10.21.36","10.10.20.0","5c-e0-c5-47-7a-75","PCAIT1000.AlkaloidAD.local","InactiveReservation",
"10.10.21.39","10.10.20.0","60-f2-62-05-de-26","PCANF0095.AlkaloidAD.local","InactiveReservation",
"10.10.21.89","10.10.20.0","f4-d1-08-40-10-c3","PCAUZ10050.AlkaloidAD.local","InactiveReservation",
"10.10.21.119","10.10.20.0","e4-a7-a0-40-75-e5","PCAIT0077.AlkaloidAD.local","InactiveReservation",
"10.10.21.191","10.10.20.0","a0-af-bd-5a-b6-d5","pcauz5053.AlkaloidAD.local","InactiveReservation",
"10.10.22.11","10.10.22.0","42-03-e7-66-6a-16","Zoran-s-A15.AlkaloidAD.local","ActiveReservation",
"10.10.22.12","10.10.22.0","94-0e-6b-90-86-09","HUAWEI_P10-948cfa970e5756.AlkaloidAD.local","Active","3/5/2025 7:49:40 PM"
"10.10.22.13","10.10.22.0","c8-94-bb-39-31-c8","HUAWEI_P10_lite.AlkaloidAD.local","Active","3/5/2025 1:00:04 PM"
"10.10.22.14","10.10.22.0","c8-bd-4d-c6-b7-44","A12-na-Gojce.AlkaloidAD.local","ActiveReservation",
"10.10.22.15","10.10.22.0","38-c6-bd-14-86-28","Redmi-Note-13.AlkaloidAD.local","ActiveReservation",
"10.10.22.16","10.10.22.0","fe-42-17-f3-35-73","Galaxy-A21s.AlkaloidAD.local","ActiveReservation",
"10.10.22.17","10.10.22.0","9a-7e-4b-53-83-a7","A32-na-Snezana.AlkaloidAD.local","InactiveReservation",
"10.10.22.18","10.10.22.0","38-8f-30-00-94-6d","A13-na-IGOR.AlkaloidAD.local","Active","3/5/2025 7:05:50 PM"
"10.10.22.19","10.10.22.0","d4-8a-39-75-42-ce","Koki-A51.AlkaloidAD.local","ActiveReservation",
"10.10.22.20","10.10.22.0","c8-bd-4d-c6-c3-da","Zoran-Zikovski-samaung-A12.AlkaloidAD.local","ActiveReservation",
"10.10.22.21","10.10.22.0","d6-fd-95-1b-3d-82","Redmi-Note-11S.AlkaloidAD.local","ActiveReservation",
"10.10.22.22","10.10.22.0","ee-ba-ea-fa-80-30",,"Active","3/5/2025 2:03:27 PM"
"10.10.22.23","10.10.22.0","d0-1b-49-ef-71-43","Emil-s-A32.AlkaloidAD.local","ActiveReservation",
"10.10.22.24","10.10.22.0","d0-1b-49-ef-77-97","A32-na-Snezana.AlkaloidAD.local","ActiveReservation",
"10.10.22.26","10.10.22.0","d0-1b-49-ef-77-9b","A32-na-Dejan.AlkaloidAD.local","ActiveReservation",
"10.10.22.27","10.10.22.0","c8-bd-4d-c6-c9-28","A12-na-Kiro.AlkaloidAD.local","ActiveReservation",
"10.10.22.28","10.10.22.0","86-85-22-23-60-21","Hristina-s-S23.AlkaloidAD.local","Active","3/5/2025 4:25:11 PM"
"10.10.22.29","10.10.22.0","08-9d-f4-de-17-dc","wpec-dell.ant.local","Active","3/5/2025 4:00:28 PM"
"10.10.22.30","10.10.22.0","fa-e7-f7-40-ce-34",,"Active","3/5/2025 8:01:40 PM"
"10.10.22.31","10.10.22.0","00-91-9e-71-95-49","dmanczyk-dell.ant.local","Active","3/5/2025 7:36:39 PM"
"10.10.22.32","10.10.22.0","64-d6-9a-ad-be-11","zgebala-dell.ant.local","Active","3/5/2025 8:02:22 PM"
"10.10.22.33","10.10.22.0","40-de-24-86-af-fb","Emil-s-A55.AlkaloidAD.local","Active","3/5/2025 5:01:05 PM"
"10.10.22.34","10.10.22.0","c8-bd-4d-c6-c9-bc","Galaxy-A12.AlkaloidAD.local","ActiveReservation",
"10.10.22.35","10.10.22.0","6a-87-bc-59-08-96","Anny-s-S24-FE.AlkaloidAD.local","Active","3/5/2025 4:40:47 PM"
"10.10.22.36","10.10.22.0","22-9d-1a-9e-27-f9","HUAWEI_P40_lite-37dc93fa7.AlkaloidAD.local","Active","3/5/2025 4:42:21 PM"
"10.10.22.37","10.10.22.0","b4-0e-de-52-42-e3","ALT-SVUCKOVIC.AlkaloidAD.local","Active","3/5/2025 6:37:36 PM"
"10.10.22.39","10.10.22.0","e4-a7-a0-14-90-bf","ALT-FZORIC.AlkaloidAD.local","Active","3/5/2025 5:15:12 PM"
"10.10.22.40","10.10.22.0","ec-63-d7-d8-5b-94","ADRIJANA-LPT.farmahemmk.local","Active","3/5/2025 7:43:46 PM"
"10.10.22.41","10.10.22.0","34-e3-fb-84-75-30","Galaxy-S23.AlkaloidAD.local","Active","3/5/2025 6:25:05 PM"
"10.10.22.49","10.10.22.0","4c-03-4f-be-6a-77","spirog-dell2.ant.local","Active","3/5/2025 4:29:03 PM"
"10.10.26.21","10.10.26.0","1c-ee-c9-2f-e5-25","PCTOUCH0004.AlkaloidAD.local","ActiveReservation",
"10.10.26.23","10.10.26.0","1c-ee-c9-2f-e5-28","PCTOUCH0007.AlkaloidAD.local","ActiveReservation",
"10.10.26.24","10.10.26.0","1c-ee-c9-2f-e4-da","PCTOUCH0006.AlkaloidAD.local","ActiveReservation",
"10.10.26.25","10.10.26.0","1c-ee-c9-2f-e4-d9","PCTOUCH0011.AlkaloidAD.local","ActiveReservation",
"10.10.26.26","10.10.26.0","1c-ee-c9-2f-d3-2e","PCTOUCH0005.AlkaloidAD.local","ActiveReservation",
"10.10.26.27","10.10.26.0","1c-ee-c9-2f-e6-bb","PCTOUCH0002.AlkaloidAD.local","ActiveReservation",
"10.10.26.28","10.10.26.0","1c-ee-c9-2f-d6-0c","PCTOUCH0008.AlkaloidAD.local","ActiveReservation",
"10.10.26.29","10.10.26.0","1c-ee-c9-2f-e6-5b","DESKTOP-KTH7U5R.AlkaloidAD.local","ActiveReservation",
"10.10.26.30","10.10.26.0","1c-ee-c9-2f-e7-0b","PCTOUCH0008.AlkaloidAD.local","ActiveReservation",
"10.10.26.31","10.10.26.0","1c-ee-c9-2f-e6-75","PCTOUCH0010.AlkaloidAD.local","ActiveReservation",
"10.10.26.32","10.10.26.0","1c-ee-c9-2f-d5-3a","PCTOUCH0012.AlkaloidAD.local","ActiveReservation",
"10.10.26.33","10.10.26.0","1c-ee-c9-2f-e4-dc","PCTOUCH0009.AlkaloidAD.local","ActiveReservation",
"10.10.26.34","10.10.26.0","1c-ee-c9-2f-d2-fc","PCTOUCH0013.AlkaloidAD.local","ActiveReservation",
"10.10.23.2","10.10.23.0","10-b2-32-bd-00-8e",,"Active","3/6/2025 11:23:09 AM"
"10.10.23.3","10.10.23.0","f8-4e-17-5a-ec-dc",,"Active","3/6/2025 7:00:11 AM"
"10.10.23.4","10.10.23.0","90-b1-1c-6b-81-0a","DESKTOP-NUVF4Q4.AlkaloidAD.local","ActiveReservation",
"10.10.23.5","10.10.23.0","14-3f-a6-cd-a7-c0",,"Active","3/6/2025 7:33:57 AM"
"10.10.23.6","10.10.23.0","0c-ca-fb-22-c7-57",,"Active","3/6/2025 2:20:08 AM"
"10.10.23.7","10.10.23.0","d8-0b-9a-bf-35-34","Dejan-A50.AlkaloidAD.local","Active","3/6/2025 11:20:30 AM"
"10.10.23.8","10.10.23.0","f8-01-b4-34-61-01","LGwebOSTV.AlkaloidAD.local","Active","3/5/2025 2:18:41 PM"
"10.10.23.9","10.10.23.0","c2-82-68-d5-9e-f7","iPhone.AlkaloidAD.local","Active","3/5/2025 12:25:42 PM"
"10.10.23.94","10.10.23.0","1c-ee-c9-2f-d4-b6","PCTOUCH0003.AlkaloidAD.local","ActiveReservation",
"10.10.23.121","10.10.23.0","0c-ca-fb-22-d3-66","TV0035","ActiveReservation",
"10.10.23.122","10.10.23.0","0c-ca-fb-43-55-43","TV0036","ActiveReservation",
"10.10.23.123","10.10.23.0","0c-ca-fb-22-c2-16","TV0037","ActiveReservation",
"10.10.23.124","10.10.23.0","0c-ca-fb-08-14-c1","TV0038","ActiveReservation",
"10.10.23.125","10.10.23.0","0c-ca-fb-22-d5-eb","TV0039","ActiveReservation",
"10.10.23.126","10.10.23.0","0c-ca-fb-43-51-e2","TV0040","ActiveReservation",
"10.10.23.127","10.10.23.0","0c-ca-fb-22-bf-65","TV0041","ActiveReservation",
"10.10.23.128","10.10.23.0","0c-ca-fb-07-79-cb","TV0042","ActiveReservation",
"10.10.23.129","10.10.23.0","0c-ca-fb-24-83-d4","TV0043","InactiveReservation",
"10.10.23.130","10.10.23.0","0c-ca-fb-24-82-dd","TV0044","ActiveReservation",
"10.10.27.3","10.10.27.0","be-b1-b6-21-6a-6a",,"Active","3/5/2025 12:02:06 PM"
"10.10.27.4","10.10.27.0","ee-11-a4-1c-ab-d5","Galaxy-Tab-Active3.AlkaloidAD.local","Active","3/5/2025 12:20:08 PM"
"10.10.27.5","10.10.27.0","72-e9-89-dd-d9-97","Redmi-Note-13.AlkaloidAD.local","Active","3/5/2025 12:23:26 PM"
"10.10.27.6","10.10.27.0","42-57-44-6d-0a-5f","iPhone.AlkaloidAD.local","Active","3/5/2025 12:16:32 PM"
"10.10.27.7","10.10.27.0","ce-1c-1d-ca-6a-c8",,"Active","3/5/2025 12:24:47 PM"
"10.10.27.8","10.10.27.0","7e-f7-e3-58-c9-2d","Galaxy-A25-5G.AlkaloidAD.local","Active","3/5/2025 12:02:26 PM"
"10.10.27.9","10.10.27.0","42-82-df-80-53-07","A52s-na-Dimitar.AlkaloidAD.local","Active","3/5/2025 12:22:41 PM"
"10.10.27.10","10.10.27.0","2e-a9-90-dd-d4-e0","A14-na-Natasa.AlkaloidAD.local","Active","3/5/2025 12:25:44 PM"
"10.10.27.11","10.10.27.0","32-0d-23-14-42-2e","A15-na-Ivica.AlkaloidAD.local","Active","3/5/2025 11:59:29 AM"
"10.10.27.12","10.10.27.0","06-19-d5-d0-ee-7d",,"Active","3/5/2025 12:24:40 PM"
"10.10.27.13","10.10.27.0","ea-26-2f-96-79-3d",,"Active","3/5/2025 12:09:37 PM"
"10.10.27.14","10.10.27.0","ee-b8-6b-d2-49-4d","iPhone.AlkaloidAD.local","Active","3/5/2025 11:49:59 AM"
"10.10.27.15","10.10.27.0","42-c4-76-16-da-61",,"Active","3/5/2025 12:25:07 PM"
"10.10.27.16","10.10.27.0","c2-8c-64-dd-55-67",,"Active","3/5/2025 12:25:06 PM"
"10.10.27.17","10.10.27.0","82-ba-61-b4-3a-f9","Redmi-12.AlkaloidAD.local","Active","3/5/2025 12:22:41 PM"
"10.10.27.18","10.10.27.0","d2-a3-12-67-fe-31","Galaxy-A33-5G.AlkaloidAD.local","Active","3/5/2025 12:24:02 PM"
"10.10.27.19","10.10.27.0","7e-88-69-c5-ed-04","iPhone.AlkaloidAD.local","Active","3/5/2025 12:14:01 PM"
"10.10.27.24","10.10.27.0","22-58-84-a8-bd-e1","Maja-s-S24.AlkaloidAD.local","Active","3/5/2025 12:23:14 PM"
"10.10.27.28","10.10.27.0","e2-9e-e4-b0-f8-ac","Redmi-Note-12-Pro.AlkaloidAD.local","Active","3/5/2025 12:08:15 PM"
"10.10.27.32","10.10.27.0","f6-df-2b-2f-c9-11","A13-na-Ivana.AlkaloidAD.local","Active","3/5/2025 12:25:34 PM"
"10.10.27.40","10.10.27.0","52-69-55-44-c4-0a","Flowerchild-s-S23.AlkaloidAD.local","Active","3/5/2025 12:25:12 PM"
"10.10.27.44","10.10.27.0","16-6b-79-da-83-ac",,"Active","3/5/2025 12:25:21 PM"
"10.10.27.55","10.10.27.0","b6-2c-aa-e2-a4-f7","Redmi-Note-11.AlkaloidAD.local","Active","3/5/2025 12:25:17 PM"
"10.10.27.59","10.10.27.0","ba-68-cd-95-10-29","Galaxy-A33-5G.AlkaloidAD.local","Active","3/5/2025 11:59:20 AM"
"10.10.35.65","10.10.35.0","41-23-0a-0a","BAD_ADDRESS","Declined","3/5/2025 10:34:55 AM"
"10.10.64.1","10.10.64.0","00-be-43-10-9e-85","PC000009.AlkaloidAD.local","Active","3/6/2025 10:24:47 AM"
"10.10.64.2","10.10.64.0","ac-91-a1-c8-7e-07","PC001000.AlkaloidAD.local","Active","3/6/2025 9:04:56 AM"
"10.10.64.3","10.10.64.0","a4-4c-11-c7-96-50","aitt-ap-1.AlkaloidAD.local","InactiveReservation",
"10.10.64.4","10.10.64.0","34-48-ed-33-ba-50","PC001198.AlkaloidAD.local","ActiveReservation",
"10.10.64.5","10.10.64.0","cc-96-e5-c4-d0-7f","PC000377.AlkaloidAD.local","Active","3/6/2025 9:17:03 AM"
"10.10.64.6","10.10.64.0","00-90-a9-b4-15-11","hddait.AlkaloidAD.local","ActiveReservation",
"10.10.64.7","10.10.64.0","00-07-4d-8f-6c-ef","18J184406081.AlkaloidAD.local","ActiveReservation",
